order_id,order_date,customer_id,product_id,quantity,unit_price,currency,source_system
113607,2024-11-25,,P01334,3,1449,PLN,SRC_79
113608,2023-02-17,,P01375,2,"925 89,63",USD,SRC_213
113609,2022.04.16,,P00290,-1,"350 84,48",USD,SRC_167
113610,2023/10/27,,P99999,-1,null,PLN,SRC_112
113611,July 31 2022,C005072,P01395,3,804,PLN,SRC_250
113612,2022.03.09,C004276,P00600,5,null,EUR,SRC_18
113613,2024-09-30,,P99999,1,"961 97,78",PLN,SRC_42
113614,18-02-2024,,P99999,5,"412 88,92",PLN,SRC_47
113615,March 16 2022,C004773,P00448,-1,null,PLN,SRC_125
113616,2022.06.02,,P00849,4,32,EUR,SRC_243
113617,25/06/2024,C006181,P99999,4,711,PLN,SRC_218
113618,2024/10/20,,P99999,3,"1204 65,80",USD,SRC_97
113619,October 19 2022,,P00391,4,"151 84,62",EUR,SRC_134
113620,2024-04-25,,P01406,-1,"313 94,23",USD,SRC_84
113621,2023-04-30,,P99999,3,235,EUR,SRC_126
113622,2022.12.26,,P99999,-1,1420,PLN,SRC_204
113623,2023.09.11,,P01469,3,977,USD,SRC_109
113624,20-02-2024,,P00352,3,"616 87,67",EUR,SRC_162
113625,2024-07-30,,P99999,3,1003,USD,SRC_27
113626,09-01-2023,C006862,P00466,-1,1482,EUR,SRC_140
113627,14-11-2023,C002806,P00954,4,"542 59,09",USD,SRC_50
113628,2023/03/22,C011379,P00263,1,null,USD,SRC_196
113629,29-05-2022,C005581,P99999,-1,"243 56,50",USD,SRC_33
113630,2022-08-09,C007668,P99999,1,null,EUR,SRC_7
113631,May 26 2023,,P00617,-1,"1182 27,81",USD,SRC_195
113632,2023-07-23,,P00770,-1,null,EUR,SRC_86
113633,06/05/2023,,P99999,3,"1198 53,97",USD,SRC_196
113634,February 17 2022,,P01428,-1,"100 94,33",PLN,SRC_42
113635,19/07/2022,,P99999,-1,"519 03,24",EUR,SRC_73
113636,2023-11-01,,P00597,5,705,PLN,SRC_40
113637,11-01-2024,,P99999,-1,null,EUR,SRC_53
113638,2022/04/16,,P01131,1,"143 95,36",EUR,SRC_71
113639,02/06/2022,C008623,P01300,-1,"258 26,97",USD,SRC_4
113640,2022-05-06,,P99999,2,"1459 42,44",EUR,SRC_185
113641,04-09-2024,,P99999,-1,"130 72,86",EUR,SRC_111
113642,03-09-2022,C009089,P99999,1,null,USD,SRC_234
113643,2024-02-21,C001304,P00405,5,"1009 29,28",USD,SRC_93
113644,2023/08/22,,P99999,-1,"452 81,11",EUR,SRC_219
113645,2022/09/13,,P00366,2,254,USD,SRC_136
113646,2024.07.27,,P99999,2,null,PLN,SRC_152
113647,2022-01-05,C001950,P00746,-1,"1473 27,94",EUR,SRC_196
113648,13/06/2022,,P99999,-1,null,USD,SRC_22
113649,August 28 2024,C006966,P99999,2,null,PLN,SRC_24
113650,08-07-2022,,P99999,-1,null,PLN,SRC_95
113651,12/07/2023,,P99999,4,null,PLN,SRC_212
113652,2024.04.18,C009389,P01161,5,"1305 32,56",EUR,SRC_78
113653,May 23 2022,C004470,P00251,-1,723,PLN,SRC_248
113654,08/01/2024,C001779,P99999,-1,null,PLN,SRC_76
113655,29/11/2022,,P01273,-1,226,EUR,SRC_250
113656,2024-06-13,C010476,P99999,2,null,EUR,SRC_21
113657,03-02-2023,C002423,P00910,-1,"969 65,95",PLN,SRC_247
113658,08-02-2024,,P99999,3,"714 87,86",PLN,SRC_175
113659,2022/04/08,,P99999,1,1248,USD,SRC_204
113660,2022/11/13,C006458,P00681,2,"507 40,53",EUR,SRC_203
113661,November 18 2022,,P99999,2,419,EUR,SRC_118
113662,13-08-2022,,P00347,5,"698 90,97",PLN,SRC_166
113663,2023/02/10,,P00985,3,297,PLN,SRC_109
113664,2024-07-19,,P01209,-1,null,EUR,SRC_164
113665,2022.07.04,,P01249,-1,"1230 77,08",USD,SRC_98
113666,2022-01-05,C001862,P00063,2,"198 23,22",PLN,SRC_100
113667,18-10-2024,C001829,P01318,4,"719 40,98",USD,SRC_15
113668,17-10-2023,,P00002,-1,null,PLN,SRC_31
113669,14-06-2022,C007356,P00398,-1,350,USD,SRC_25
113670,2024/02/13,,P00546,-1,1349,USD,SRC_145
113671,2022-01-12,,P00392,-1,"1492 51,96",EUR,SRC_234
113672,10/04/2022,,P99999,2,null,EUR,SRC_59
113673,2024.04.13,,P01126,1,369,USD,SRC_97
113674,May 03 2023,,P01310,1,"1211 31,30",USD,SRC_151
113675,2022.04.13,,P99999,-1,null,EUR,SRC_160
113676,12/06/2023,C004586,P01187,4,null,USD,SRC_236
113677,29-11-2022,,P00522,1,856,PLN,SRC_243
113678,2022-02-09,,P99999,4,null,PLN,SRC_171
113679,2023-10-24,,P99999,-1,172,USD,SRC_28
113680,24/07/2024,C005219,P00625,-1,null,EUR,SRC_231
113681,2024.09.03,,P99999,1,"779 95,21",PLN,SRC_102
113682,2023/08/18,C003282,P01435,-1,"1086 98,52",USD,SRC_51
113683,2023-09-13,,P00636,-1,null,PLN,SRC_179
113684,October 06 2024,C000184,P99999,-1,1145,PLN,SRC_48
113685,2022/03/06,,P01162,2,"788 18,08",EUR,SRC_124
113686,2023/06/12,,P99999,-1,31,USD,SRC_148
113687,2024/12/24,C001624,P00293,4,"439 03,35",PLN,SRC_185
113688,20/05/2022,,P99999,-1,1066,USD,SRC_165
113689,14/03/2024,C004468,P00356,2,null,EUR,SRC_124
113690,26-11-2022,,P99999,-1,1455,PLN,SRC_53
113691,2022.04.07,,P00211,-1,"1368 08,43",USD,SRC_49
113692,2024/07/18,C010673,P01330,3,null,PLN,SRC_55
113693,13/05/2024,C004898,P00665,3,1232,EUR,SRC_131
113694,2022.04.24,C007449,P01306,-1,null,PLN,SRC_97
113695,30-07-2023,C009213,P99999,4,"787 47,65",USD,SRC_31
113696,2023/09/04,,P01499,-1,"1499 07,31",PLN,SRC_199
113697,2023/08/08,,P01048,-1,964,USD,SRC_101
113698,2022.04.27,,P00157,3,857,PLN,SRC_181
113699,January 29 2023,,P99999,-1,273,PLN,SRC_125
113700,July 14 2022,,P99999,2,null,EUR,SRC_155
113701,2024.07.16,,P99999,5,"1081 65,95",PLN,SRC_160
113702,2024-09-17,,P00078,3,null,EUR,SRC_53
113703,2024-01-15,,P00161,-1,null,USD,SRC_162
113704,04/01/2024,,P00195,3,630,PLN,SRC_56
113705,December 08 2024,C001288,P01393,3,"354 80,77",EUR,SRC_57
113706,2023/06/15,,P99999,3,null,PLN,SRC_49
113707,25-04-2024,,P99999,5,459,USD,SRC_243
113708,2024.09.19,,P99999,4,"743 28,68",USD,SRC_152
113709,2024.03.03,,P00041,2,null,PLN,SRC_81
113710,2023.07.22,,P01045,5,651,PLN,SRC_119
113711,2022/01/20,,P99999,2,606,EUR,SRC_178
113712,2022/01/23,,P99999,-1,null,EUR,SRC_227
113713,2024.02.28,,P01453,3,null,USD,SRC_208
113714,2024.08.23,,P99999,-1,"63 64,75",USD,SRC_7
113715,2023/06/24,,P99999,-1,null,USD,SRC_19
113716,2023/12/18,C000032,P00136,5,"1013 56,51",PLN,SRC_173
113717,18-12-2024,,P99999,1,null,EUR,SRC_144
113718,23/08/2023,,P99999,2,87,EUR,SRC_185
113719,January 09 2022,,P01248,1,1208,USD,SRC_29
113720,2023-02-15,C009797,P00884,-1,"698 27,27",USD,SRC_53
113721,19/10/2024,C000824,P00099,1,555,USD,SRC_197
113722,2022/06/02,,P99999,-1,800,USD,SRC_218
113723,17-09-2024,C010613,P99999,-1,196,USD,SRC_119
113724,10-06-2023,C009414,P99999,4,null,PLN,SRC_67
113725,2023.09.26,C002790,P99999,5,null,USD,SRC_29
113726,2023-02-07,C010860,P99999,-1,"393 99,47",USD,SRC_203
113727,January 01 2022,,P01288,2,653,PLN,SRC_199
113728,2023/12/24,,P00394,-1,"547 56,91",USD,SRC_240
113729,2022.09.02,,P00410,-1,null,USD,SRC_120
113730,2024-07-08,C002113,P01494,-1,null,USD,SRC_226
113731,2024-07-10,,P99999,-1,"403 19,57",EUR,SRC_169
113732,December 29 2024,C010836,P99999,-1,"278 41,76",PLN,SRC_9
113733,July 06 2023,C003162,P00973,-1,"329 49,83",PLN,SRC_168
113734,August 17 2022,,P01205,-1,1297,USD,SRC_193
113735,February 24 2023,,P00611,5,"1342 39,17",PLN,SRC_26
113736,22-08-2023,C007354,P00401,-1,"1086 70,00",PLN,SRC_90
113737,2023-11-26,,P01168,-1,null,EUR,SRC_131
113738,July 17 2023,,P01475,4,null,EUR,SRC_194
113739,2023-12-09,C001757,P99999,-1,"529 64,15",EUR,SRC_124
113740,2024.01.24,,P99999,-1,235,USD,SRC_94
113741,August 11 2023,,P99999,4,282,USD,SRC_55
113742,2022/06/29,,P00220,-1,"166 55,50",EUR,SRC_124
113743,2022-12-06,,P99999,5,731,PLN,SRC_65
113744,2023.10.01,,P99999,1,null,EUR,SRC_102
113745,2023-09-23,,P99999,-1,184,PLN,SRC_99
113746,20/02/2023,,P00007,-1,1191,PLN,SRC_104
113747,19-05-2022,,P00626,3,null,PLN,SRC_113
113748,January 15 2024,,P99999,3,null,EUR,SRC_224
113749,2024.09.04,,P00996,5,null,USD,SRC_163
113750,2024/02/02,C004385,P99999,-1,722,PLN,SRC_31
113751,2024/09/20,,P99999,5,null,USD,SRC_244
113752,16/01/2024,,P99999,-1,1328,PLN,SRC_27
113753,November 16 2024,C005630,P00039,4,"76 78,84",USD,SRC_236
113754,2023-10-23,,P99999,-1,"61 88,25",EUR,SRC_171
113755,March 26 2024,,P99999,2,null,USD,SRC_132
113756,2022-03-11,,P99999,3,1349,PLN,SRC_2
113757,2023-10-01,,P00037,1,1118,PLN,SRC_9
113758,2022.07.28,C008587,P01156,5,"899 45,21",PLN,SRC_235
113759,February 06 2023,C011404,P99999,-1,null,EUR,SRC_143
113760,14-08-2023,,P99999,1,"410 62,59",USD,SRC_20
113761,September 21 2024,,P00636,4,97,USD,SRC_183
113762,2022/01/21,,P99999,3,227,USD,SRC_4
113763,28-04-2022,C004659,P99999,-1,534,PLN,SRC_193
113764,15/05/2022,C004256,P00814,2,"887 98,99",EUR,SRC_159
113765,18-12-2024,,P99999,-1,null,EUR,SRC_99
113766,02-05-2024,C003113,P00329,1,929,PLN,SRC_129
113767,2024.11.17,,P99999,1,null,USD,SRC_59
113768,December 16 2022,,P99999,-1,66,PLN,SRC_84
113769,31/07/2023,C006952,P00030,5,"1496 85,20",EUR,SRC_197
113770,09-05-2023,C010401,P99999,-1,"449 27,44",PLN,SRC_173
113771,2024-07-05,,P99999,2,null,USD,SRC_11
113772,21-05-2022,,P01333,-1,"1228 48,55",EUR,SRC_86
113773,November 29 2022,,P00122,-1,null,PLN,SRC_239
113774,2022.08.05,,P00543,3,"1388 16,83",USD,SRC_24
113775,2022-08-24,,P01448,-1,null,EUR,SRC_133
113776,2024.07.05,C010740,P99999,-1,1293,EUR,SRC_9
113777,September 08 2023,,P00179,-1,"785 73,31",PLN,SRC_249
113778,2024.10.31,,P00823,2,514,EUR,SRC_70
113779,December 13 2023,,P00555,-1,null,EUR,SRC_181
113780,2022-01-22,,P99999,5,1045,USD,SRC_108
113781,08/01/2022,,P00964,-1,"527 63,53",PLN,SRC_2
113782,April 12 2022,C000897,P00702,4,767,EUR,SRC_120
113783,04/03/2023,C000459,P01461,-1,1373,PLN,SRC_45
113784,2022-11-20,,P00094,-1,null,USD,SRC_122
113785,18/02/2023,,P99999,5,null,PLN,SRC_195
113786,30/03/2024,,P00177,-1,1276,PLN,SRC_82
113787,October 07 2023,,P00661,-1,803,EUR,SRC_250
113788,2022-10-19,,P00362,1,"1482 92,29",USD,SRC_231
113789,2022/03/26,C010570,P99999,5,748,PLN,SRC_182
113790,2024.11.02,,P99999,3,1137,USD,SRC_16
113791,05/06/2023,,P99999,-1,null,PLN,SRC_59
113792,26-11-2024,C007164,P99999,1,227,EUR,SRC_137
113793,2022.08.19,C007956,P99999,2,null,PLN,SRC_5
113794,2023-11-03,,P01475,-1,523,USD,SRC_136
113795,27/04/2024,,P99999,1,"195 64,42",EUR,SRC_188
113796,2024/09/12,,P00049,-1,46,USD,SRC_9
113797,2024/08/03,,P00141,-1,"373 38,82",EUR,SRC_97
113798,2024.08.25,,P99999,2,"672 53,03",USD,SRC_92
113799,August 25 2022,,P99999,-1,471,USD,SRC_240
113800,2023/07/26,,P99999,2,452,PLN,SRC_218
113801,2023.04.11,C011748,P99999,1,"488 03,86",EUR,SRC_141
113802,15-09-2023,C010829,P99999,-1,"34 70,16",PLN,SRC_4
113803,2023-11-01,,P99999,3,1009,PLN,SRC_45
113804,2022-04-29,,P99999,2,1339,PLN,SRC_130
113805,2022-02-10,,P99999,5,"816 84,53",PLN,SRC_246
113806,2024.12.26,,P99999,-1,"400 01,48",EUR,SRC_197
113807,2024-03-21,C002021,P00164,-1,null,PLN,SRC_133
113808,November 19 2023,C004795,P01072,1,"961 54,62",USD,SRC_63
113809,2024/11/14,,P01365,-1,"198 90,96",PLN,SRC_89
113810,08-03-2023,C010810,P99999,2,"1065 72,02",USD,SRC_86
113811,February 19 2023,,P01368,4,718,EUR,SRC_235
113812,2023/04/09,,P99999,5,484,EUR,SRC_96
113813,September 24 2022,,P00752,-1,"1498 64,69",USD,SRC_59
113814,2024-09-04,C000087,P01129,-1,"611 92,88",EUR,SRC_227
113815,April 02 2022,,P99999,3,null,USD,SRC_229
113816,24-12-2022,,P99999,-1,"1111 58,21",USD,SRC_218
113817,2022.03.24,C004232,P00192,-1,"1386 18,52",PLN,SRC_197
113818,22-10-2022,,P99999,-1,826,USD,SRC_94
113819,31-10-2024,,P99999,-1,"907 15,46",USD,SRC_88
113820,February 17 2022,,P00086,3,"650 69,28",PLN,SRC_213
113821,13/03/2023,,P99999,-1,null,PLN,SRC_113
113822,2023.02.28,,P00206,-1,"119 24,89",EUR,SRC_1
113823,2024/06/06,C007843,P01042,4,"765 55,80",USD,SRC_84
113824,2024.03.10,C005978,P99999,-1,null,PLN,SRC_83
113825,23-01-2022,,P00975,5,675,PLN,SRC_201
113826,2024-11-22,,P99999,1,1471,EUR,SRC_214
113827,2024/05/26,C001506,P99999,-1,1065,PLN,SRC_156
113828,2023/10/04,C004070,P01152,-1,"702 67,46",EUR,SRC_122
113829,2022.04.20,,P99999,-1,"816 41,66",USD,SRC_88
113830,May 13 2022,C004467,P00906,1,532,PLN,SRC_191
113831,05-10-2024,,P01143,-1,"327 17,62",EUR,SRC_69
113832,2022-08-08,,P99999,3,387,PLN,SRC_8
113833,10-05-2024,,P01334,-1,706,USD,SRC_107
113834,2023-01-18,,P00293,2,"1279 71,55",EUR,SRC_202
113835,June 04 2022,C009969,P99999,-1,1336,EUR,SRC_102
113836,February 26 2024,,P99999,4,561,USD,SRC_203
113837,May 16 2024,,P01306,-1,null,PLN,SRC_72
113838,02/06/2022,,P99999,-1,"1164 95,31",EUR,SRC_232
113839,2022/06/22,C004030,P99999,-1,"1019 55,39",PLN,SRC_140
113840,2023.02.19,,P99999,-1,"655 40,98",EUR,SRC_171
113841,October 21 2024,C007086,P01350,5,920,USD,SRC_195
113842,2024.09.22,,P00949,-1,1495,PLN,SRC_240
113843,2023/09/06,,P00908,4,1290,USD,SRC_40
113844,07-05-2024,,P99999,4,null,EUR,SRC_145
113845,16/08/2024,,P00189,-1,"318 34,12",USD,SRC_243
113846,04/08/2024,,P99999,4,null,USD,SRC_148
113847,2023/04/26,,P99999,-1,123,PLN,SRC_250
113848,10/09/2022,,P00009,-1,null,PLN,SRC_180
113849,03-11-2024,,P99999,-1,398,EUR,SRC_151
113850,2022.08.10,,P01092,-1,"1436 34,71",PLN,SRC_99
113851,2022/09/29,C002894,P00057,-1,1062,PLN,SRC_60
113852,2024/01/21,C010092,P99999,1,"901 80,35",EUR,SRC_62
113853,April 07 2022,,P99999,1,null,EUR,SRC_227
113854,2023.06.26,,P00588,4,null,EUR,SRC_193
113855,2024/04/16,C006045,P01015,1,"404 10,04",USD,SRC_144
113856,17-11-2024,C003065,P99999,2,null,EUR,SRC_127
113857,2023-03-15,C005254,P00896,5,1155,PLN,SRC_242
113858,2023/02/15,,P00567,5,null,PLN,SRC_204
113859,2022/07/03,,P99999,5,"1242 88,34",PLN,SRC_189
113860,2022.05.06,,P99999,4,932,EUR,SRC_22
113861,2022/01/25,,P99999,1,"1477 99,79",USD,SRC_67
113862,2022/07/24,C005145,P00634,-1,113,EUR,SRC_116
113863,20/10/2024,C007431,P00620,-1,"536 98,77",USD,SRC_148
113864,2023/04/24,,P01466,-1,"288 19,73",USD,SRC_92
113865,2022.04.07,,P99999,-1,95,PLN,SRC_229
113866,29/01/2022,C000320,P00128,-1,"236 50,02",PLN,SRC_77
113867,07-01-2024,,P00498,2,null,PLN,SRC_130
113868,2023-12-20,,P00132,2,null,PLN,SRC_49
113869,11-01-2022,C010344,P99999,4,493,EUR,SRC_177
113870,15/02/2024,,P99999,4,null,USD,SRC_67
113871,06/12/2024,,P00322,4,"97 00,82",EUR,SRC_78
113872,02/02/2023,,P99999,4,"1491 86,66",USD,SRC_155
113873,2022/07/25,,P00663,-1,"1340 28,43",EUR,SRC_202
113874,April 24 2022,,P00130,5,"37 73,36",PLN,SRC_27
113875,2024/12/12,C003102,P99999,-1,null,PLN,SRC_122
113876,2023.12.29,C008218,P99999,3,601,EUR,SRC_223
113877,2022.05.19,C000480,P99999,3,"1483 72,37",PLN,SRC_80
113878,August 20 2022,C010809,P00918,-1,null,USD,SRC_201
113879,December 13 2022,C000408,P99999,-1,"1384 95,47",USD,SRC_172
113880,April 09 2023,C002698,P00165,2,897,USD,SRC_72
113881,21/03/2023,,P99999,5,"1101 81,65",EUR,SRC_182
113882,June 13 2024,,P01112,1,"1104 75,57",USD,SRC_32
113883,12/01/2024,,P01051,2,null,USD,SRC_190
113884,2022.12.06,,P00891,4,null,PLN,SRC_120
113885,2024/01/20,,P99999,-1,"279 17,30",USD,SRC_45
113886,16-10-2024,,P99999,5,null,USD,SRC_66
113887,2024-05-19,,P99999,-1,null,PLN,SRC_174
113888,2022-06-23,,P00472,4,791,USD,SRC_121
113889,03-08-2023,,P00224,3,497,USD,SRC_35
113890,09-02-2024,,P99999,3,null,PLN,SRC_5
113891,2024-06-12,,P99999,5,675,PLN,SRC_9
113892,25/03/2023,C002389,P99999,5,"1229 90,30",EUR,SRC_105
113893,2022-08-01,,P00962,-1,null,USD,SRC_100
113894,July 13 2024,,P99999,-1,"400 60,28",PLN,SRC_122
113895,02/11/2024,C007441,P00981,-1,1303,EUR,SRC_8
113896,2024-07-08,,P00174,5,"41 02,56",PLN,SRC_143
113897,10/02/2022,C004761,P01398,5,null,PLN,SRC_163
113898,2023.09.24,,P00283,-1,1326,EUR,SRC_120
113899,2024-08-26,,P99999,2,576,USD,SRC_152
113900,27-09-2022,C001027,P00841,-1,508,PLN,SRC_163
113901,2022/05/17,C001385,P01426,1,null,EUR,SRC_90
113902,08-09-2022,C009389,P01358,-1,null,PLN,SRC_234
113903,2024/07/20,C009639,P99999,-1,"1494 18,64",USD,SRC_66
113904,2024/03/20,,P00723,-1,"547 76,54",USD,SRC_177
113905,January 03 2024,C005573,P99999,-1,1292,PLN,SRC_159
113906,12/11/2022,C004709,P00668,-1,298,EUR,SRC_109
113907,19-02-2022,,P99999,2,113,PLN,SRC_190
113908,2024-07-27,,P99999,5,null,PLN,SRC_32
113909,2024-11-13,C000699,P99999,1,"267 83,74",EUR,SRC_10
113910,07/09/2024,,P99999,-1,"101 34,28",USD,SRC_3
113911,2024-01-26,,P00966,-1,114,EUR,SRC_78
113912,December 30 2024,C000398,P00145,-1,475,USD,SRC_97
113913,26/05/2024,,P01404,2,254,USD,SRC_250
113914,2024/02/25,,P99999,4,null,EUR,SRC_191
113915,2022-11-27,C003961,P01456,5,null,USD,SRC_38
113916,2023/03/01,C006791,P99999,5,"172 82,23",USD,SRC_194
113917,2022-03-04,,P99999,2,null,PLN,SRC_65
113918,January 11 2024,,P99999,-1,793,USD,SRC_48
113919,2022/08/28,,P99999,2,null,USD,SRC_65
113920,16-01-2023,C001021,P00557,-1,"1430 42,47",USD,SRC_143
113921,2023.04.17,,P99999,-1,692,EUR,SRC_80
113922,2024.10.10,,P99999,-1,"364 80,95",EUR,SRC_112
113923,2023-09-16,,P99999,2,168,EUR,SRC_108
113924,26/03/2022,,P00717,-1,"859 57,29",USD,SRC_210
113925,22/10/2024,C007507,P00962,4,1311,PLN,SRC_24
113926,10/09/2023,C003578,P99999,-1,null,EUR,SRC_46
113927,2022/09/20,,P01182,3,999,PLN,SRC_89
113928,2024.08.27,,P00455,-1,null,PLN,SRC_41
113929,2024-09-04,,P99999,1,428,EUR,SRC_78
113930,16/08/2024,C005062,P99999,-1,369,USD,SRC_70
113931,2023/01/25,C010347,P01351,4,null,EUR,SRC_63
113932,July 07 2022,,P99999,-1,null,USD,SRC_34
113933,2022/02/08,,P00418,3,383,EUR,SRC_245
113934,2023-07-17,,P99999,5,null,EUR,SRC_238
113935,02-09-2022,C004169,P99999,2,null,EUR,SRC_223
113936,2024.06.07,,P99999,-1,630,PLN,SRC_16
113937,April 11 2024,,P99999,3,null,USD,SRC_236
113938,2024/01/12,,P00588,2,null,USD,SRC_230
113939,2023.06.15,,P00570,-1,null,EUR,SRC_98
113940,13/07/2024,,P00346,5,"1273 01,50",EUR,SRC_49
113941,12-12-2024,C000305,P99999,-1,756,USD,SRC_218
113942,15-12-2022,,P99999,3,1484,PLN,SRC_92
113943,2024/12/14,C006056,P00079,-1,null,USD,SRC_12
113944,01-02-2022,C006795,P99999,2,407,USD,SRC_47
113945,30/05/2022,,P00413,4,203,USD,SRC_188
113946,2023-01-18,C010739,P99999,5,null,EUR,SRC_57
113947,07-07-2024,C010290,P99999,3,null,USD,SRC_138
113948,17-07-2022,,P00493,-1,null,PLN,SRC_110
113949,2024/04/19,,P01121,-1,null,PLN,SRC_1
113950,February 25 2024,,P01359,5,328,EUR,SRC_204
113951,16-05-2024,C007606,P99999,-1,"734 92,04",EUR,SRC_39
113952,2022-03-25,,P00581,-1,1204,USD,SRC_47
113953,2024/07/20,C004358,P00760,3,null,PLN,SRC_120
113954,2024/08/27,,P00310,1,null,USD,SRC_106
113955,2023.03.11,,P00152,-1,"898 69,17",USD,SRC_90
113956,22-08-2023,,P01223,-1,null,EUR,SRC_12
113957,2024/08/15,C000629,P99999,4,915,USD,SRC_108
113958,2022.10.22,,P99999,5,613,USD,SRC_148
113959,2024/10/29,,P99999,4,"1298 26,88",USD,SRC_212
113960,06/09/2023,C007315,P99999,-1,1301,PLN,SRC_193
113961,29/06/2024,,P00267,-1,1309,PLN,SRC_215
113962,2022.05.09,,P00310,3,null,EUR,SRC_203
113963,December 10 2023,C000155,P00470,-1,"1432 39,09",USD,SRC_34
113964,03/10/2023,,P99999,-1,"500 20,06",PLN,SRC_126
113965,20/10/2023,C009028,P00879,4,null,PLN,SRC_219
113966,2022.06.16,,P99999,-1,"361 62,48",USD,SRC_112
113967,2024-07-15,,P00762,3,"1195 92,24",USD,SRC_12
113968,12/01/2023,,P01193,-1,null,PLN,SRC_200
113969,21/09/2024,,P00555,4,null,EUR,SRC_109
113970,2024/08/25,,P00118,-1,null,USD,SRC_34
113971,2023.06.27,,P99999,-1,"65 60,73",PLN,SRC_182
113972,2022/04/06,,P99999,-1,1131,PLN,SRC_148
113973,2023/01/12,,P01180,-1,780,USD,SRC_73
113974,27/11/2022,,P00673,4,979,USD,SRC_191
113975,2022/04/20,C004512,P01385,3,686,USD,SRC_65
113976,2024/05/27,C000295,P00257,-1,null,EUR,SRC_232
113977,2022.12.03,C011771,P00655,-1,null,USD,SRC_39
113978,27/06/2024,C010002,P99999,3,1352,USD,SRC_167
113979,2023/03/25,,P01062,-1,null,PLN,SRC_113
113980,09/11/2024,C010876,P99999,-1,556,EUR,SRC_147
113981,October 06 2022,C009331,P99999,4,906,PLN,SRC_204
113982,13-12-2024,C001879,P00596,1,1159,EUR,SRC_66
113983,March 23 2024,,P99999,-1,"1263 88,22",USD,SRC_235
113984,July 10 2024,,P00875,-1,"741 88,86",USD,SRC_60
113985,2023.10.28,,P00078,-1,179,PLN,SRC_224
113986,October 24 2022,C011296,P01045,-1,null,USD,SRC_220
113987,08-07-2023,,P99999,-1,797,USD,SRC_74
113988,2022.04.03,,P00157,3,"28 73,02",USD,SRC_219
113989,September 24 2024,,P01157,-1,"1017 57,80",PLN,SRC_137
113990,07-04-2024,,P00722,-1,"218 68,86",PLN,SRC_240
113991,2024.01.04,,P99999,2,118,PLN,SRC_240
113992,September 20 2023,,P99999,-1,"1403 24,74",PLN,SRC_189
113993,2022/11/28,,P00126,-1,null,EUR,SRC_17
113994,February 10 2023,,P99999,-1,651,USD,SRC_68
113995,01/01/2023,,P01291,2,null,PLN,SRC_220
113996,07-12-2022,,P99999,4,null,EUR,SRC_96
113997,2023-11-04,,P00624,-1,null,USD,SRC_42
113998,2024.10.23,,P00288,3,"438 69,83",PLN,SRC_178
113999,2022-05-09,C006362,P01250,5,"672 26,61",PLN,SRC_223
114000,17/07/2022,C011545,P99999,-1,1389,USD,SRC_144
114001,2023-06-19,,P99999,5,823,PLN,SRC_145
114002,2023/12/14,,P00111,5,"509 08,72",PLN,SRC_197
114003,13/06/2024,,P00569,-1,null,USD,SRC_238
114004,2024-12-04,C003677,P01170,1,null,PLN,SRC_162
114005,January 04 2023,,P00365,4,null,PLN,SRC_67
114006,11/06/2023,C006826,P99999,-1,956,USD,SRC_17
114007,2024/03/17,,P00389,5,1306,USD,SRC_221
114008,March 25 2022,C003628,P01283,4,null,USD,SRC_144
114009,2024-12-07,C007030,P99999,-1,null,PLN,SRC_163
114010,2022-10-15,,P99999,1,"1297 83,36",PLN,SRC_91
114011,2022/12/21,,P01328,-1,"1458 49,50",EUR,SRC_180
114012,2022.07.10,,P99999,-1,170,PLN,SRC_14
114013,2024.07.27,,P99999,-1,"221 61,58",USD,SRC_32
114014,2023.05.18,,P00099,-1,750,PLN,SRC_211
114015,05/06/2022,,P00994,5,115,USD,SRC_119
114016,20-09-2022,C011903,P00141,5,454,PLN,SRC_169
114017,2022.11.09,,P00303,-1,null,PLN,SRC_105
114018,14-06-2024,,P99999,5,"1379 62,05",PLN,SRC_213
114019,2022.12.02,,P99999,-1,null,PLN,SRC_151
114020,13-04-2022,,P00559,1,139,EUR,SRC_8
114021,19/05/2022,C003349,P01143,-1,null,USD,SRC_186
114022,June 26 2022,,P99999,2,829,EUR,SRC_182
114023,06-05-2022,,P99999,-1,269,PLN,SRC_24
114024,12/02/2022,,P00792,2,null,EUR,SRC_137
114025,2022.07.09,,P99999,2,null,PLN,SRC_194
114026,2024.06.17,,P00118,-1,null,USD,SRC_136
114027,22-01-2024,C011860,P00777,5,"980 27,43",USD,SRC_133
114028,07-10-2022,,P00847,4,1009,USD,SRC_68
114029,2022.10.31,,P00519,1,null,PLN,SRC_33
114030,2022-07-02,,P00056,3,"1182 67,21",PLN,SRC_127
114031,2024-11-24,C011508,P01239,3,138,EUR,SRC_9
114032,2022.05.26,,P99999,-1,"152 68,19",USD,SRC_94
114033,2024-08-29,,P99999,1,432,PLN,SRC_243
114034,2024/10/27,C009940,P99999,-1,"902 41,57",PLN,SRC_44
114035,2023-05-13,,P99999,-1,425,EUR,SRC_70
114036,2022-04-27,C004721,P99999,-1,1361,USD,SRC_156
114037,2023-06-20,,P99999,-1,null,USD,SRC_38
114038,2022-08-12,C003168,P99999,-1,null,USD,SRC_66
114039,2024-02-12,C006616,P00543,4,956,USD,SRC_232
114040,2022/12/23,C003276,P99999,3,28,EUR,SRC_15
114041,23/09/2024,,P99999,4,878,USD,SRC_138
114042,04/10/2023,C003967,P99999,-1,930,PLN,SRC_53
