return_id,order_id,return_date,reason,source_system
R0004405,106185,2023.07.22,Complaint,SRC_12
R0004406,148728,2023/03/30,Defect,SRC_36
R0004407,99999999,2023.10.09,,SRC_3
R0004408,99999999,2022-01-01,,SRC_248
R0004409,121954,August 22 2024,Defect,SRC_237
R0004410,108860,22-08-2024,Defect,SRC_96
R0004411,99999999,18-11-2024,Defect,SRC_10
R0004412,99999999,2021.04.17,,SRC_10
R0004413,99999999,30/12/2021,,SRC_199
R0004414,99999999,2022.12.26,Wrong item,SRC_6
R0004415,99999999,01/01/2023,,SRC_210
R0004416,99999999,2022.05.08,,SRC_63
R0004417,103624,April 09 2021,Complaint,SRC_116
R0004418,116909,2023-04-23,Complaint,SRC_131
R0004419,99999999,2023/07/10,,SRC_100
R0004420,99999999,2023-09-08,,SRC_124
R0004421,99999999,April 14 2023,Defect,SRC_203
R0004422,106911,2023.02.03,,SRC_128
R0004423,99999999,2021/12/03,Wrong item,SRC_161
R0004424,134273,2022.06.15,,SRC_115
R0004425,147638,2023-08-23,,SRC_63
R0004426,99999999,27/03/2024,,SRC_3
R0004427,99999999,29-12-2024,,SRC_56
R0004428,99999999,22/03/2023,,SRC_123
R0004429,99999999,2024/09/04,,SRC_212
R0004430,123788,24/02/2021,,SRC_99
R0004431,119715,2022.11.28,Defect,SRC_137
R0004432,130236,22/07/2024,Wrong item,SRC_211
R0004433,99999999,02-10-2022,Defect,SRC_133
R0004434,99999999,2022-02-13,Complaint,SRC_183
R0004435,99999999,August 08 2024,Wrong item,SRC_87
R0004436,118574,June 01 2023,,SRC_145
R0004437,118981,2021/09/29,Defect,SRC_209
R0004438,136288,May 24 2024,,SRC_183
R0004439,146481,13/05/2024,Complaint,SRC_130
R0004440,148172,03/01/2023,Complaint,SRC_248
R0004441,105166,2024-02-24,,SRC_91
R0004442,139825,04-02-2023,,SRC_247
R0004443,99999999,06/02/2023,Wrong item,SRC_216
R0004444,115952,29-08-2023,,SRC_202
R0004445,99999999,2024.11.18,Wrong item,SRC_181
R0004446,99999999,2023.04.30,,SRC_21
R0004447,147092,2023/01/03,,SRC_48
R0004448,122442,24/11/2021,Complaint,SRC_66
R0004449,99999999,2024/10/22,Complaint,SRC_71
R0004450,99999999,2024-01-29,Defect,SRC_27
R0004451,137804,2022/05/13,,SRC_151
R0004452,117099,07-01-2021,,SRC_29
R0004453,147304,19/10/2021,,SRC_160
R0004454,127166,2024-12-07,Complaint,SRC_92
R0004455,146094,06/01/2021,,SRC_94
R0004456,100942,2021.07.09,,SRC_227
R0004457,99999999,September 03 2022,,SRC_87
R0004458,99999999,2022/09/15,,SRC_128
R0004459,99999999,2024.09.12,Wrong item,SRC_160
R0004460,99999999,2023.09.25,Wrong item,SRC_37
R0004461,99999999,24-05-2024,Defect,SRC_132
R0004462,99999999,12-04-2024,,SRC_66
R0004463,99999999,2023.11.02,Wrong item,SRC_142
R0004464,102457,22/12/2023,Wrong item,SRC_36
R0004465,122321,2021.12.14,Complaint,SRC_72
R0004466,99999999,11/07/2023,Defect,SRC_199
R0004467,99999999,2023-02-15,Defect,SRC_225
R0004468,99999999,2022/07/07,,SRC_220
R0004469,99999999,2021/03/04,Defect,SRC_87
R0004470,99999999,February 21 2021,,SRC_204
R0004471,99999999,January 14 2022,Wrong item,SRC_8
R0004472,99999999,2023-06-29,,SRC_3
R0004473,99999999,03/07/2022,,SRC_102
R0004474,129129,2021/11/28,Defect,SRC_93
R0004475,99999999,22/12/2023,,SRC_88
R0004476,135211,January 08 2023,,SRC_183
R0004477,104302,2022/05/15,Defect,SRC_175
R0004478,130971,June 24 2024,,SRC_199
R0004479,99999999,2024/06/21,,SRC_48
R0004480,99999999,2024.07.20,Complaint,SRC_149
R0004481,130214,28-02-2022,Defect,SRC_178
R0004482,99999999,2023/06/09,,SRC_125
R0004483,99999999,2021/03/03,Complaint,SRC_37
R0004484,118934,18/10/2021,Defect,SRC_144
R0004485,99999999,2023.06.26,Wrong item,SRC_198
R0004486,135721,2023/02/17,Defect,SRC_45
R0004487,99999999,01-07-2021,Complaint,SRC_239
R0004488,138303,April 03 2023,,SRC_21
R0004489,99999999,2024/04/28,,SRC_197
R0004490,99999999,October 31 2021,,SRC_36
R0004491,114146,February 08 2024,,SRC_242
R0004492,137465,May 09 2023,Wrong item,SRC_104
R0004493,110963,2023-11-25,Defect,SRC_182
R0004494,99999999,2024/10/15,,SRC_171
R0004495,99999999,2024-03-04,Complaint,SRC_194
R0004496,138736,27/08/2024,Complaint,SRC_89
R0004497,112749,2023/02/10,Defect,SRC_226
R0004498,132670,15-06-2024,Defect,SRC_247
R0004499,138077,2021-03-15,Defect,SRC_208
R0004500,99999999,29/04/2023,Defect,SRC_20
R0004501,122282,August 02 2022,,SRC_211
R0004502,145208,2023-06-10,,SRC_132
R0004503,142049,2022/09/01,Wrong item,SRC_250
R0004504,99999999,December 24 2023,Complaint,SRC_133
R0004505,99999999,25-03-2022,Defect,SRC_222
R0004506,146634,07-05-2022,Wrong item,SRC_16
R0004507,99999999,2024/05/01,,SRC_105
R0004508,144764,2023.06.23,,SRC_225
R0004509,99999999,18/09/2021,Wrong item,SRC_198
R0004510,101802,22-08-2024,Wrong item,SRC_91
R0004511,140454,05-07-2024,Defect,SRC_113
R0004512,115535,2024/02/15,Defect,SRC_38
R0004513,99999999,12-07-2022,Defect,SRC_233
R0004514,133596,2023.11.08,Complaint,SRC_212
R0004515,106141,January 01 2022,,SRC_190
R0004516,124929,17/02/2023,Complaint,SRC_235
R0004517,99999999,29-03-2024,Defect,SRC_127
R0004518,99999999,2022/01/31,Defect,SRC_15
R0004519,148114,18/09/2022,,SRC_239
R0004520,124865,2024/08/25,Complaint,SRC_106
R0004521,99999999,2023-12-19,Complaint,SRC_128
R0004522,99999999,2022/10/19,Complaint,SRC_17
R0004523,99999999,07-07-2024,Defect,SRC_175
R0004524,99999999,2021/03/16,Wrong item,SRC_224
R0004525,127726,December 19 2024,Wrong item,SRC_152
R0004526,111583,February 05 2022,,SRC_113
R0004527,138982,2022.02.13,Wrong item,SRC_42
R0004528,99999999,06/08/2022,,SRC_134
R0004529,99999999,2021-09-27,Defect,SRC_89
R0004530,99999999,23/03/2023,,SRC_172
R0004531,99999999,05/03/2021,,SRC_138
R0004532,99999999,03/11/2024,Defect,SRC_42
R0004533,106245,16/12/2024,Defect,SRC_242
R0004534,107205,April 03 2022,Defect,SRC_63
R0004535,113770,17-10-2023,Complaint,SRC_10
R0004536,99999999,2023.09.27,Complaint,SRC_217
R0004537,101307,February 25 2023,,SRC_240
R0004538,127647,2024/09/19,Wrong item,SRC_21
R0004539,124468,2021.01.21,Wrong item,SRC_243
R0004540,134258,September 24 2023,Complaint,SRC_156
R0004541,99999999,29/09/2022,Wrong item,SRC_66
R0004542,99999999,July 09 2021,Wrong item,SRC_77
R0004543,101479,March 12 2022,Defect,SRC_228
R0004544,99999999,2023/05/29,Wrong item,SRC_248
R0004545,99999999,2022-10-09,Wrong item,SRC_214
R0004546,102611,October 29 2022,Defect,SRC_90
R0004547,99999999,2024.09.12,,SRC_158
R0004548,110282,October 23 2021,,SRC_216
R0004549,137114,2024.11.26,,SRC_220
R0004550,99999999,2024-11-17,Wrong item,SRC_216
R0004551,99999999,2022/07/08,Wrong item,SRC_151
R0004552,99999999,2023-05-13,,SRC_158
R0004553,99999999,2023.12.31,Defect,SRC_208
R0004554,106926,10/02/2022,Defect,SRC_139
R0004555,143634,September 25 2024,,SRC_67
R0004556,99999999,2021.07.21,Defect,SRC_112
R0004557,99999999,2024/09/10,,SRC_193
R0004558,102096,2023-06-27,Defect,SRC_48
R0004559,124093,April 08 2022,,SRC_217
R0004560,99999999,2023-08-28,,SRC_211
R0004561,141134,09/08/2022,Complaint,SRC_56
R0004562,129364,2024.08.11,Wrong item,SRC_3
R0004563,133566,2023-08-10,,SRC_134
R0004564,132874,01/12/2024,,SRC_43
R0004565,126248,24/09/2022,,SRC_69
R0004566,112770,2022-01-13,Complaint,SRC_114
R0004567,99999999,02-09-2023,Complaint,SRC_48
R0004568,124728,2023-10-26,Complaint,SRC_231
R0004569,99999999,2023.02.07,,SRC_183
R0004570,132667,2021.05.19,Defect,SRC_13
R0004571,132360,04/11/2021,Defect,SRC_53
R0004572,99999999,June 29 2024,Defect,SRC_171
R0004573,107811,2021.06.14,,SRC_22
R0004574,99999999,2022.03.14,Defect,SRC_72
R0004575,99999999,2024/06/18,,SRC_35
R0004576,111033,May 06 2021,Complaint,SRC_166
R0004577,99999999,2024.09.23,,SRC_100
R0004578,99999999,2024.10.05,,SRC_55
R0004579,134129,15/04/2023,,SRC_148
R0004580,99999999,2023.11.03,Wrong item,SRC_81
R0004581,118470,December 08 2024,Wrong item,SRC_81
R0004582,107576,2021/01/24,Complaint,SRC_150
R0004583,99999999,February 20 2023,Wrong item,SRC_40
R0004584,99999999,14-05-2021,Complaint,SRC_46
R0004585,135906,13/07/2021,,SRC_175
R0004586,129989,2024-06-29,Complaint,SRC_148
R0004587,99999999,11-06-2024,,SRC_41
R0004588,108775,2022.08.04,Wrong item,SRC_3
R0004589,99999999,January 15 2024,Wrong item,SRC_10
R0004590,99999999,25-10-2022,Wrong item,SRC_201
R0004591,129695,June 02 2022,Defect,SRC_63
R0004592,99999999,25-06-2021,,SRC_213
R0004593,124475,March 18 2021,,SRC_178
R0004594,115252,2022/06/18,Defect,SRC_61
R0004595,123078,18-03-2022,Defect,SRC_238
R0004596,99999999,20/08/2022,Complaint,SRC_189
R0004597,109362,2021/06/11,Wrong item,SRC_229
R0004598,111133,2024.09.16,Complaint,SRC_90
R0004599,124465,2023/09/09,,SRC_70
R0004600,140909,19-07-2024,Defect,SRC_67
R0004601,99999999,2022/02/20,Complaint,SRC_172
R0004602,136380,2022-07-10,Complaint,SRC_69
R0004603,102304,2022.07.14,Wrong item,SRC_184
R0004604,99999999,2021.09.10,Complaint,SRC_154
R0004605,99999999,2023/05/15,Wrong item,SRC_2
R0004606,99999999,2024/11/21,Defect,SRC_218
R0004607,148563,2022.11.10,Complaint,SRC_239
R0004608,132852,15/07/2023,Defect,SRC_145
R0004609,114754,02-05-2022,,SRC_134
R0004610,108154,11-12-2023,Complaint,SRC_3
R0004611,138170,2024-07-21,Wrong item,SRC_153
R0004612,99999999,04/07/2021,Defect,SRC_76
R0004613,99999999,2021/10/04,Defect,SRC_123
R0004614,99999999,2024.07.06,Complaint,SRC_134
R0004615,99999999,18-09-2022,Wrong item,SRC_107
R0004616,99999999,23/07/2024,,SRC_147
R0004617,99999999,20/09/2023,Defect,SRC_129
R0004618,127300,2023-12-22,,SRC_81
R0004619,99999999,12-09-2024,Complaint,SRC_191
R0004620,116769,2021/06/09,,SRC_137
R0004621,112112,21/01/2021,Wrong item,SRC_95
R0004622,99999999,13/03/2023,,SRC_140
R0004623,148401,07/11/2024,Wrong item,SRC_241
R0004624,99999999,2022-07-02,,SRC_125
R0004625,99999999,2021.05.23,,SRC_28
R0004626,121836,25/10/2023,Wrong item,SRC_198
R0004627,123409,2021-08-01,,SRC_166
R0004628,99999999,2024.06.10,,SRC_168
R0004629,99999999,2023/05/07,,SRC_76
R0004630,99999999,18-10-2024,Complaint,SRC_247
R0004631,99999999,2022.07.19,Wrong item,SRC_75
R0004632,116722,01-06-2022,,SRC_66
R0004633,117648,25/03/2021,Wrong item,SRC_80
R0004634,100858,June 03 2024,Complaint,SRC_108
R0004635,116600,2023/12/18,Complaint,SRC_103
R0004636,148983,2022-07-21,,SRC_134
R0004637,99999999,June 21 2022,Complaint,SRC_132
R0004638,119611,2022-05-04,,SRC_127
R0004639,119858,November 22 2024,Wrong item,SRC_203
R0004640,108316,07-10-2024,Defect,SRC_98
R0004641,133652,14/05/2024,Wrong item,SRC_23
R0004642,99999999,2023-07-22,,SRC_40
R0004643,99999999,February 09 2021,Complaint,SRC_155
R0004644,102119,28-01-2024,,SRC_31
R0004645,99999999,2023-05-14,,SRC_111
R0004646,99999999,February 17 2022,Wrong item,SRC_135
R0004647,105344,18/08/2023,Defect,SRC_78
R0004648,99999999,2021.09.10,,SRC_48
R0004649,108167,September 21 2022,Defect,SRC_170
R0004650,99999999,09-06-2021,Complaint,SRC_103
R0004651,99999999,31-12-2023,Complaint,SRC_238
R0004652,99999999,2022-04-12,,SRC_16
R0004653,129292,14-11-2022,,SRC_139
R0004654,99999999,2023/04/04,Complaint,SRC_169
R0004655,99999999,15-10-2023,,SRC_109
R0004656,101851,24/05/2022,,SRC_182
R0004657,113253,04-05-2022,Defect,SRC_242
R0004658,99999999,23/04/2021,,SRC_35
R0004659,99999999,14/02/2021,Defect,SRC_205
R0004660,113079,01-02-2024,Complaint,SRC_2
R0004661,108017,2022/04/12,,SRC_213
R0004662,132410,13/04/2023,Complaint,SRC_24
R0004663,142795,14-11-2023,Complaint,SRC_117
R0004664,99999999,2022/12/28,Wrong item,SRC_100
R0004665,131151,2024-10-24,Complaint,SRC_2
R0004666,121643,December 09 2024,Defect,SRC_110
R0004667,132414,08-12-2024,,SRC_36
R0004668,100670,March 13 2022,,SRC_186
R0004669,99999999,August 24 2022,,SRC_129
R0004670,111277,2021/08/17,,SRC_4
R0004671,99999999,2022/06/23,,SRC_203
R0004672,108785,2024.02.24,Wrong item,SRC_103
R0004673,99999999,2022/12/05,,SRC_235
R0004674,99999999,2022.06.08,Complaint,SRC_158
R0004675,119256,29-06-2022,Complaint,SRC_172
R0004676,115199,2023-01-25,,SRC_140
R0004677,99999999,2023/05/05,,SRC_15
R0004678,99999999,May 13 2022,Wrong item,SRC_168
R0004679,99999999,20-04-2021,Defect,SRC_168
R0004680,134957,February 25 2023,Complaint,SRC_113
R0004681,148560,27-04-2022,Defect,SRC_56
R0004682,99999999,February 05 2021,Defect,SRC_130
R0004683,127711,March 15 2022,Wrong item,SRC_44
R0004684,99999999,26/09/2024,Defect,SRC_80
R0004685,106446,June 17 2024,Defect,SRC_94
R0004686,99999999,18/02/2024,Defect,SRC_76
R0004687,112111,2021-08-01,Defect,SRC_37
R0004688,138463,20/04/2021,,SRC_231
R0004689,99999999,06/11/2024,,SRC_156
R0004690,99999999,2021.04.01,Complaint,SRC_233
R0004691,135182,2023/09/23,Wrong item,SRC_81
R0004692,99999999,2021.07.16,Wrong item,SRC_3
R0004693,126875,12-10-2023,,SRC_32
R0004694,99999999,13-02-2024,Defect,SRC_246
R0004695,99999999,2024.05.31,Complaint,SRC_19
R0004696,99999999,23/01/2023,,SRC_157
R0004697,99999999,July 23 2024,,SRC_143
R0004698,112565,15-09-2024,Wrong item,SRC_58
R0004699,147844,May 27 2022,Wrong item,SRC_152
R0004700,99999999,2022/10/13,Complaint,SRC_61
R0004701,120808,December 19 2023,Wrong item,SRC_121
R0004702,127357,13/06/2021,Complaint,SRC_177
R0004703,99999999,31-12-2024,Defect,SRC_132
R0004704,99999999,2022-12-02,Wrong item,SRC_33
R0004705,99999999,2024/07/26,Wrong item,SRC_230
R0004706,114740,2023-12-18,,SRC_219
R0004707,146114,2024-01-12,,SRC_84
R0004708,112010,August 12 2023,Defect,SRC_5
R0004709,123055,11-11-2021,,SRC_80
R0004710,99999999,15-09-2023,Complaint,SRC_127
R0004711,99999999,25/01/2024,Defect,SRC_49
R0004712,132525,June 02 2022,,SRC_137
R0004713,99999999,2023.07.22,Complaint,SRC_136
R0004714,99999999,15-09-2021,,SRC_27
R0004715,99999999,2023/05/22,,SRC_154
R0004716,99999999,2024.09.30,,SRC_74
R0004717,99999999,2024-03-16,,SRC_196
R0004718,118592,2023.02.23,Defect,SRC_34
R0004719,121842,20/01/2022,Complaint,SRC_233
R0004720,99999999,24/04/2024,,SRC_2
R0004721,134467,18/03/2022,Wrong item,SRC_20
R0004722,99999999,2023-11-05,Defect,SRC_72
R0004723,110605,June 18 2024,,SRC_60
R0004724,119454,2023.04.24,,SRC_144
R0004725,99999999,September 22 2022,Wrong item,SRC_230
R0004726,99999999,2022.04.12,,SRC_105
R0004727,99999999,09-04-2024,Wrong item,SRC_211
R0004728,99999999,19/07/2024,Defect,SRC_106
R0004729,123041,2022-04-19,,SRC_14
R0004730,99999999,September 01 2023,Wrong item,SRC_46
R0004731,121716,2024.08.30,Complaint,SRC_96
R0004732,145694,02-08-2023,Wrong item,SRC_219
R0004733,99999999,25-10-2023,Defect,SRC_205
R0004734,112164,08-10-2024,,SRC_88
R0004735,109121,2021-08-10,Wrong item,SRC_170
R0004736,99999999,2023.03.25,Complaint,SRC_30
R0004737,149248,December 12 2021,Defect,SRC_194
R0004738,126920,30-10-2022,Complaint,SRC_248
R0004739,99999999,April 13 2021,Complaint,SRC_29
R0004740,142783,2022.10.08,Defect,SRC_209
R0004741,135866,09-09-2023,,SRC_129
R0004742,99999999,2023-06-03,Wrong item,SRC_126
R0004743,99999999,2021/10/02,Wrong item,SRC_115
R0004744,145782,2021.06.12,Complaint,SRC_132
R0004745,115175,February 11 2023,,SRC_197
R0004746,99999999,May 07 2023,,SRC_240
R0004747,149971,02/03/2022,Defect,SRC_191
R0004748,133873,2022/03/01,Complaint,SRC_51
R0004749,99999999,January 19 2024,Wrong item,SRC_105
R0004750,99999999,2022-05-05,Defect,SRC_21
R0004751,122045,29-01-2021,,SRC_75
R0004752,122439,18-10-2022,Complaint,SRC_69
R0004753,99999999,2024-12-20,Wrong item,SRC_143
R0004754,141482,2024.05.26,,SRC_210
R0004755,99999999,2023/06/26,Defect,SRC_65
R0004756,128293,16/10/2022,Defect,SRC_185
R0004757,99999999,21-07-2022,Wrong item,SRC_146
R0004758,99999999,2024/07/28,,SRC_152
R0004759,99999999,December 19 2023,Wrong item,SRC_115
R0004760,101109,17-06-2021,Defect,SRC_71
R0004761,99999999,26-03-2024,,SRC_90
R0004762,146097,03/06/2024,Defect,SRC_10
R0004763,99999999,30-03-2022,,SRC_49
R0004764,124167,February 24 2024,,SRC_207
R0004765,99999999,January 20 2024,Defect,SRC_234
R0004766,99999999,2024.12.09,Defect,SRC_157
R0004767,138140,11-09-2022,Defect,SRC_123
R0004768,124802,2021-03-18,Complaint,SRC_176
R0004769,99999999,2021/08/02,,SRC_50
R0004770,121866,23-01-2024,Defect,SRC_2
R0004771,99999999,2023.05.26,Wrong item,SRC_154
R0004772,99999999,May 01 2024,Wrong item,SRC_39
R0004773,99999999,2024.02.14,Wrong item,SRC_185
R0004774,132720,2023-11-10,Defect,SRC_237
R0004775,99999999,21-10-2021,Defect,SRC_154
R0004776,123899,2021/09/23,Defect,SRC_218
R0004777,99999999,2022-05-25,,SRC_83
R0004778,99999999,December 05 2023,,SRC_87
R0004779,117255,2021.10.25,,SRC_45
R0004780,128626,2022-12-21,,SRC_140
R0004781,102628,14/03/2021,Defect,SRC_85
R0004782,99999999,2023-09-23,Wrong item,SRC_81
R0004783,99999999,2021/07/06,Complaint,SRC_96
R0004784,99999999,2023.11.13,Defect,SRC_157
R0004785,136668,2024/08/15,,SRC_184
R0004786,99999999,2024.10.29,Defect,SRC_179
R0004787,147400,2023-03-05,Complaint,SRC_107
R0004788,117539,2022.04.17,,SRC_17
R0004789,110996,2023/02/21,Complaint,SRC_66
R0004790,99999999,2024.08.29,,SRC_80
R0004791,99999999,2023/05/09,,SRC_112
R0004792,135607,18/07/2021,Complaint,SRC_66
R0004793,109984,2024.03.31,,SRC_205
R0004794,99999999,2022-11-18,Wrong item,SRC_92
R0004795,106188,15/01/2023,Defect,SRC_104
R0004796,143211,2022.12.18,Complaint,SRC_187
R0004797,105570,2022/11/07,Defect,SRC_246
R0004798,122197,24-12-2023,Complaint,SRC_114
R0004799,99999999,2024/01/28,,SRC_24
R0004800,99999999,August 08 2022,,SRC_214
R0004801,139600,2023-01-29,,SRC_140
R0004802,99999999,07-10-2021,Wrong item,SRC_208
R0004803,123385,2024/09/24,Complaint,SRC_74
R0004804,133737,2024.07.28,Defect,SRC_143
R0004805,138693,01-11-2023,Complaint,SRC_12
R0004806,147909,22-01-2024,Complaint,SRC_20
R0004807,105822,02-01-2024,,SRC_236
R0004808,138548,06/07/2021,,SRC_85
R0004809,99999999,2022/10/23,,SRC_39
R0004810,99999999,2022/03/23,,SRC_116
R0004811,120931,2021.11.26,Complaint,SRC_156
R0004812,99999999,21-09-2021,,SRC_129
R0004813,126518,2023.08.24,,SRC_140
R0004814,99999999,2022/11/27,,SRC_200
R0004815,140935,December 14 2021,Complaint,SRC_28
R0004816,99999999,2022-01-28,Defect,SRC_234
R0004817,99999999,24/01/2024,,SRC_109
R0004818,141525,February 18 2024,Defect,SRC_49
R0004819,99999999,2023/04/19,,SRC_240
R0004820,128479,2023-07-07,Complaint,SRC_233
R0004821,125875,29/03/2024,Complaint,SRC_182
R0004822,99999999,04/07/2024,,SRC_92
R0004823,99999999,2024/03/21,Defect,SRC_233
R0004824,99999999,28/07/2023,Defect,SRC_105
R0004825,128419,01/10/2021,Wrong item,SRC_232
R0004826,99999999,2024.06.19,Wrong item,SRC_15
R0004827,99999999,10-03-2021,Complaint,SRC_90
R0004828,109922,2022-04-08,,SRC_164
R0004829,109675,2024-07-02,,SRC_187
R0004830,120567,2022-12-16,,SRC_182
R0004831,99999999,02-11-2021,Defect,SRC_228
R0004832,107724,09/09/2021,Defect,SRC_150
R0004833,146175,2023/09/26,,SRC_167
R0004834,99999999,2021/11/29,Wrong item,SRC_3
R0004835,120808,October 10 2022,Wrong item,SRC_29
R0004836,99999999,14/07/2022,,SRC_31
R0004837,137673,2021.03.08,,SRC_179
R0004838,99999999,2022-03-29,Wrong item,SRC_102
R0004839,123935,2023.12.13,,SRC_141
R0004840,99999999,19/11/2023,Defect,SRC_40
R0004841,103229,11-08-2023,,SRC_118
R0004842,99999999,September 18 2022,,SRC_127
R0004843,99999999,2021-05-05,Complaint,SRC_87
R0004844,99999999,2023-08-29,Wrong item,SRC_243
R0004845,99999999,25-05-2023,Defect,SRC_38
R0004846,99999999,February 28 2023,Complaint,SRC_108
R0004847,99999999,2024-06-24,Wrong item,SRC_231
R0004848,99999999,April 29 2022,Complaint,SRC_207
R0004849,123192,January 15 2021,Defect,SRC_78
R0004850,103287,21/02/2023,,SRC_61
R0004851,99999999,2022/06/05,Defect,SRC_48
R0004852,139451,2023.02.24,Defect,SRC_156
R0004853,99999999,October 09 2024,Defect,SRC_6
R0004854,99999999,August 29 2023,,SRC_99
R0004855,99999999,2021/09/15,Wrong item,SRC_215
R0004856,99999999,14-02-2021,,SRC_48
R0004857,100236,2021/09/12,Wrong item,SRC_206
R0004858,144530,30-09-2021,Defect,SRC_14
R0004859,99999999,04/01/2023,Complaint,SRC_133
R0004860,142249,2024.09.17,,SRC_75
R0004861,99999999,18-07-2022,,SRC_141
R0004862,99999999,2021-10-17,,SRC_18
R0004863,99999999,2023/07/24,,SRC_176
R0004864,99999999,October 24 2022,,SRC_34
R0004865,110485,May 05 2022,Defect,SRC_217
R0004866,134318,2022/04/12,Defect,SRC_5
R0004867,99999999,2023.05.29,Defect,SRC_14
R0004868,141826,20/04/2022,Wrong item,SRC_198
R0004869,99999999,2022/12/15,,SRC_143
R0004870,117185,July 26 2023,Wrong item,SRC_103
R0004871,99999999,2022/04/05,Defect,SRC_168
R0004872,133462,17-02-2022,Complaint,SRC_87
R0004873,120440,2023-09-03,,SRC_250
R0004874,105292,2024.05.20,Defect,SRC_233
R0004875,99999999,19/06/2023,Complaint,SRC_248
R0004876,99999999,2023-02-10,Complaint,SRC_134
R0004877,99999999,17-08-2021,,SRC_15
R0004878,101854,06/08/2024,,SRC_100
R0004879,99999999,26-03-2024,Complaint,SRC_110
R0004880,100697,2022-02-06,,SRC_166
R0004881,125016,2023/08/16,Wrong item,SRC_55
R0004882,117432,2023/06/10,Complaint,SRC_233
R0004883,137352,August 31 2024,,SRC_109
R0004884,99999999,2022/09/30,Complaint,SRC_64
R0004885,99999999,December 29 2021,Wrong item,SRC_199
R0004886,99999999,2024.07.25,Defect,SRC_126
R0004887,112633,2021/12/31,Defect,SRC_29
R0004888,99999999,2022/04/22,Wrong item,SRC_122
R0004889,99999999,2021.09.22,Complaint,SRC_219
R0004890,102559,April 01 2024,,SRC_24
R0004891,99999999,08-11-2023,,SRC_96
R0004892,145402,2021-09-04,Defect,SRC_41
R0004893,99999999,19/10/2024,Complaint,SRC_172
R0004894,99999999,24/07/2023,,SRC_229
R0004895,144764,2021-11-26,Complaint,SRC_187
R0004896,99999999,2024-02-29,,SRC_210
R0004897,99999999,2023.10.22,Defect,SRC_63
R0004898,99999999,12/02/2022,Wrong item,SRC_230
R0004899,99999999,2023-06-19,Defect,SRC_141
R0004900,99999999,2023-11-23,Complaint,SRC_96
R0004901,99999999,02/08/2024,,SRC_232
R0004902,129508,2021/04/01,,SRC_238
R0004903,99999999,2022.06.22,Wrong item,SRC_233
R0004904,102265,2023/09/19,,SRC_87
R0004905,99999999,21-01-2023,,SRC_81
R0004906,113933,2024/12/28,,SRC_228
R0004907,146807,2021/12/22,,SRC_218
R0004908,125082,2021.10.18,,SRC_17
R0004909,99999999,April 13 2021,Complaint,SRC_160
R0004910,99999999,December 21 2022,Defect,SRC_250
R0004911,99999999,November 17 2024,,SRC_153
R0004912,99999999,21-02-2023,,SRC_141
R0004913,133690,2024-04-15,,SRC_247
R0004914,99999999,February 23 2022,,SRC_64
R0004915,120345,2022/06/05,Complaint,SRC_196
R0004916,149044,17-05-2021,Complaint,SRC_154
R0004917,99999999,24/04/2023,,SRC_74
R0004918,99999999,November 22 2022,,SRC_194
R0004919,99999999,07-08-2022,Wrong item,SRC_178
R0004920,106114,January 25 2022,Wrong item,SRC_201
R0004921,113237,November 16 2022,,SRC_201
R0004922,142484,September 20 2024,Complaint,SRC_160
R0004923,99999999,21/01/2024,,SRC_166
R0004924,99999999,2022.10.08,,SRC_166
R0004925,109440,2023/10/06,,SRC_146
R0004926,106247,2022/10/20,Defect,SRC_209
R0004927,99999999,12/07/2022,Wrong item,SRC_71
R0004928,127395,2023-05-07,Complaint,SRC_65
R0004929,99999999,2023-10-20,Complaint,SRC_177
R0004930,127459,13/10/2022,Wrong item,SRC_197
R0004931,113612,2024-07-26,Defect,SRC_145
R0004932,130642,September 07 2023,,SRC_3
R0004933,99999999,2021-08-23,,SRC_232
R0004934,103132,12-12-2021,,SRC_212
R0004935,142300,2023/08/05,,SRC_193
R0004936,99999999,2024-02-04,,SRC_45
R0004937,115417,09-07-2021,,SRC_141
R0004938,120023,2021/04/20,Wrong item,SRC_99
R0004939,138978,10/04/2022,,SRC_39
R0004940,103981,2021.03.04,Wrong item,SRC_227
R0004941,99999999,2023/04/22,Wrong item,SRC_15
R0004942,99999999,November 27 2024,,SRC_218
R0004943,116778,2021-11-23,Complaint,SRC_133
R0004944,104044,2022/06/17,Complaint,SRC_229
R0004945,107935,17-03-2022,,SRC_118
R0004946,99999999,2023/08/10,Defect,SRC_180
R0004947,119265,24/09/2022,,SRC_156
R0004948,106488,2021-05-28,Wrong item,SRC_185
R0004949,146734,2024.02.13,Defect,SRC_37
R0004950,144982,13-02-2021,,SRC_104
R0004951,99999999,28/10/2021,,SRC_81
R0004952,106646,2021/09/25,,SRC_51
R0004953,99999999,June 07 2021,Complaint,SRC_196
R0004954,99999999,05/10/2023,Complaint,SRC_160
R0004955,99999999,March 20 2022,Wrong item,SRC_5
R0004956,147406,06/06/2022,Complaint,SRC_213
R0004957,138323,2021.10.28,Wrong item,SRC_109
R0004958,132539,13/03/2022,Complaint,SRC_220
R0004959,99999999,2021-08-11,,SRC_111
R0004960,138325,29/06/2022,,SRC_11
R0004961,121002,09-11-2021,,SRC_152
R0004962,110910,18-12-2021,Defect,SRC_43
R0004963,122738,28/07/2021,Complaint,SRC_173
R0004964,99999999,2021/11/20,Defect,SRC_36
R0004965,128501,January 10 2024,Defect,SRC_215
R0004966,139459,01-12-2023,,SRC_75
