customer_id,customer_name,country,signup_date,source_system
C002677,Customer_2677,United Kingdom,2020-05-25,SRC_92
C002678,Customer_2678,Germany,2019-12-13,SRC_103
C002679,Customer_2679,Germany,February 19 2018,SRC_55
C002680,Customer_2680,France,2020-06-20,SRC_169
C002681,Customer_2681,DE,2022-02-20,SRC_18
C002682,Customer_2682,United Kingdom,2022.08.11,SRC_197
C002683,Customer_2683,,2023-08-09,SRC_183
C002684,Customer_2684,,2019.12.04,SRC_246
C002685,Customer_2685,Polska,2021/08/21,SRC_179
C002686,Customer_2686,FR,2019.06.29,SRC_45
C002687,Customer_2687,Germany,2023-05-29,SRC_86
C002688,Customer_2688,PL,January 13 2023,SRC_131
C002689,Customer_2689,United Kingdom,25-08-2023,SRC_181
C002690,Customer_2690,PL,2020-08-10,SRC_158
C002691,Customer_2691,Polska,19/06/2021,SRC_189
C002692,Customer_2692,FR,24-09-2020,SRC_21
C002693,Customer_2693,PL,2019.07.18,SRC_128
C002694,Customer_2694,DE,07/04/2020,SRC_97
C002695,Customer_2695,United Kingdom,05/06/2018,SRC_237
C002696,Customer_2696,,2022/12/23,SRC_225
C002697,Customer_2697,Germany,2019.07.04,SRC_82
C002698,Customer_2698,PL,November 04 2023,SRC_166
C002699,Customer_2699,DE,08/04/2018,SRC_217
C002700,Customer_2700,Germany,04/11/2021,SRC_53
C002701,Customer_2701,,2018/08/10,SRC_64
C002702,Customer_2702,United Kingdom,12-04-2022,SRC_83
C002703,Customer_2703,UK,2022/12/17,SRC_2
C002704,Customer_2704,Polska,2023-07-07,SRC_245
C002705,Customer_2705,United Kingdom,2018/08/02,SRC_37
C002706,Customer_2706,United Kingdom,2019-05-30,SRC_45
C002707,Customer_2707,,17/04/2020,SRC_130
C002708,Customer_2708,Polska,2022/10/12,SRC_120
C002709,Customer_2709,DE,2019/11/04,SRC_51
C002710,Customer_2710,United Kingdom,03/10/2022,SRC_156
C002711,Customer_2711,United Kingdom,2021.05.26,SRC_148
C002712,Customer_2712,France,2020.04.04,SRC_221
C002713,Customer_2713,France,2018.11.24,SRC_102
C002714,Customer_2714,FR,November 19 2019,SRC_113
C002715,Customer_2715,FR,01-09-2023,SRC_189
C002716,Customer_2716,FR,October 01 2019,SRC_6
C002717,Customer_2717,FR,2022-10-17,SRC_195
C002718,Customer_2718,DE,18-09-2019,SRC_187
C002719,Customer_2719,UK,November 19 2020,SRC_119
C002720,Customer_2720,DE,2023.02.01,SRC_97
C002721,Customer_2721,,2023-05-24,SRC_86
C002722,Customer_2722,UK,07/04/2023,SRC_40
C002723,Customer_2723,United Kingdom,2018-01-18,SRC_221
C002724,Customer_2724,,March 13 2022,SRC_104
C002725,Customer_2725,FR,2022/06/05,SRC_96
C002726,Customer_2726,FR,2023.06.29,SRC_165
C002727,Customer_2727,,October 19 2018,SRC_227
C002728,Customer_2728,PL,May 25 2019,SRC_239
C002729,Customer_2729,,28/10/2019,SRC_196
C002730,Customer_2730,FR,2020/11/11,SRC_90
C002731,Customer_2731,,2023/06/25,SRC_177
C002732,Customer_2732,Germany,2018/08/25,SRC_99
C002733,Customer_2733,FR,07/10/2020,SRC_123
C002734,Customer_2734,PL,2022/01/20,SRC_181
C002735,Customer_2735,PL,2019.08.29,SRC_155
C002736,Customer_2736,France,2019.08.27,SRC_64
C002737,Customer_2737,,2019-10-24,SRC_30
C002738,Customer_2738,Polska,April 24 2022,SRC_181
C002739,Customer_2739,,26-11-2018,SRC_233
C002740,Customer_2740,United Kingdom,29/09/2022,SRC_213
C002741,Customer_2741,FR,2020/11/01,SRC_78
C002742,Customer_2742,,2023/12/24,SRC_227
C002743,Customer_2743,FR,2021/06/15,SRC_106
C002744,Customer_2744,Polska,2019/03/24,SRC_147
C002745,Customer_2745,Germany,2019.08.08,SRC_192
C002746,Customer_2746,United Kingdom,2022/06/19,SRC_79
C002747,Customer_2747,PL,November 21 2019,SRC_1
C002748,Customer_2748,Polska,2018/10/14,SRC_107
C002749,Customer_2749,,2022/09/04,SRC_74
C002750,Customer_2750,FR,30/11/2019,SRC_96
C002751,Customer_2751,UK,05/07/2019,SRC_125
C002752,Customer_2752,UK,2023-08-21,SRC_116
C002753,Customer_2753,,20/05/2020,SRC_52
C002754,Customer_2754,PL,19/01/2020,SRC_67
C002755,Customer_2755,FR,2022/12/11,SRC_234
C002756,Customer_2756,,2019/03/24,SRC_43
C002757,Customer_2757,Polska,2021-04-15,SRC_97
C002758,Customer_2758,Polska,2021-02-07,SRC_88
C002759,Customer_2759,PL,August 19 2020,SRC_125
C002760,Customer_2760,Polska,2018-02-08,SRC_69
C002761,Customer_2761,PL,2018-06-21,SRC_55
C002762,Customer_2762,,January 30 2018,SRC_155
C002763,Customer_2763,,December 24 2020,SRC_122
C002764,Customer_2764,Germany,2022.10.26,SRC_95
C002765,Customer_2765,Germany,15/07/2021,SRC_241
C002766,Customer_2766,Germany,June 21 2022,SRC_157
C002767,Customer_2767,PL,2021.12.29,SRC_207
C002768,Customer_2768,Polska,January 13 2018,SRC_223
C002769,Customer_2769,FR,2019-07-23,SRC_155
C002770,Customer_2770,Polska,2023.12.14,SRC_244
C002771,Customer_2771,United Kingdom,February 18 2022,SRC_159
C002772,Customer_2772,France,October 11 2023,SRC_170
C002773,Customer_2773,United Kingdom,2018/01/13,SRC_246
C002774,Customer_2774,Germany,2018/03/10,SRC_93
C002775,Customer_2775,PL,2021/08/26,SRC_114
C002776,Customer_2776,United Kingdom,June 08 2023,SRC_190
C002777,Customer_2777,,2018.11.30,SRC_110
C002778,Customer_2778,France,2019/02/16,SRC_99
C002779,Customer_2779,DE,2020/03/10,SRC_37
C002780,Customer_2780,,2023-08-29,SRC_33
C002781,Customer_2781,France,2018.12.23,SRC_214
C002782,Customer_2782,,28/03/2023,SRC_230
C002783,Customer_2783,France,April 19 2019,SRC_170
C002784,Customer_2784,,13/09/2020,SRC_55
C002785,Customer_2785,UK,2019-01-02,SRC_112
C002786,Customer_2786,PL,2019.10.19,SRC_232
C002787,Customer_2787,FR,22/02/2021,SRC_185
C002788,Customer_2788,DE,2023/05/05,SRC_32
C002789,Customer_2789,UK,2023/12/30,SRC_186
C002790,Customer_2790,France,2019/01/06,SRC_86
C002791,Customer_2791,United Kingdom,2018/09/22,SRC_88
C002792,Customer_2792,FR,2022/04/13,SRC_165
C002793,Customer_2793,,25/11/2022,SRC_58
C002794,Customer_2794,DE,2019.04.19,SRC_23
C002795,Customer_2795,Polska,2019.01.01,SRC_190
C002796,Customer_2796,,2020/02/10,SRC_242
C002797,Customer_2797,Polska,15/02/2022,SRC_219
C002798,Customer_2798,Germany,07-04-2022,SRC_189
C002799,Customer_2799,PL,2021-06-27,SRC_152
C002800,Customer_2800,,February 17 2020,SRC_109
C002801,Customer_2801,Germany,2022/02/04,SRC_240
C002802,Customer_2802,UK,2023/10/30,SRC_155
C002803,Customer_2803,,2020-06-28,SRC_102
C002804,Customer_2804,PL,2023.03.02,SRC_38
C002805,Customer_2805,DE,June 15 2020,SRC_175
C002806,Customer_2806,France,27-08-2019,SRC_73
C002807,Customer_2807,UK,21-05-2018,SRC_82
C002808,Customer_2808,DE,2023/08/20,SRC_32
C002809,Customer_2809,DE,2023/05/14,SRC_213
C002810,Customer_2810,United Kingdom,2023.07.21,SRC_181
C002811,Customer_2811,FR,2018.08.29,SRC_40
C002812,Customer_2812,United Kingdom,2020/07/10,SRC_189
C002813,Customer_2813,PL,January 04 2020,SRC_187
C002814,Customer_2814,FR,2021/05/10,SRC_234
C002815,Customer_2815,UK,30-03-2018,SRC_101
C002816,Customer_2816,Germany,2022/09/27,SRC_122
C002817,Customer_2817,Germany,May 23 2022,SRC_19
C002818,Customer_2818,,2021.03.05,SRC_179
C002819,Customer_2819,United Kingdom,2022-06-01,SRC_34
C002820,Customer_2820,Germany,2018/08/10,SRC_78
C002821,Customer_2821,France,02-11-2019,SRC_36
C002822,Customer_2822,France,2023.05.31,SRC_230
C002823,Customer_2823,UK,09/05/2020,SRC_206
C002824,Customer_2824,United Kingdom,2018.02.07,SRC_186
C002825,Customer_2825,,2019/02/22,SRC_202
C002826,Customer_2826,UK,March 23 2022,SRC_174
C002827,Customer_2827,UK,2018-08-19,SRC_92
C002828,Customer_2828,France,2020-01-06,SRC_31
C002829,Customer_2829,,18-10-2021,SRC_112
C002830,Customer_2830,UK,13/07/2022,SRC_9
C002831,Customer_2831,Polska,September 13 2020,SRC_126
C002832,Customer_2832,DE,2019/12/08,SRC_191
C002833,Customer_2833,FR,January 03 2019,SRC_222
C002834,Customer_2834,FR,2021/02/01,SRC_168
C002835,Customer_2835,France,2022-02-13,SRC_31
C002836,Customer_2836,Polska,2018-12-05,SRC_126
C002837,Customer_2837,,2020-07-10,SRC_151
C002838,Customer_2838,,2023.05.19,SRC_178
C002839,Customer_2839,Polska,January 12 2020,SRC_124
C002840,Customer_2840,FR,07-05-2021,SRC_33
C002841,Customer_2841,Polska,2021-08-25,SRC_183
C002842,Customer_2842,,January 28 2020,SRC_209
C002843,Customer_2843,PL,01-06-2022,SRC_210
C002844,Customer_2844,,December 12 2023,SRC_17
C002845,Customer_2845,,24/05/2019,SRC_248
C002846,Customer_2846,Polska,11-01-2020,SRC_178
C002847,Customer_2847,UK,22-01-2018,SRC_115
C002848,Customer_2848,Germany,2019-05-19,SRC_33
C002849,Customer_2849,,2020/04/24,SRC_42
C002850,Customer_2850,Polska,2020-11-17,SRC_22
C002851,Customer_2851,Polska,2023.09.05,SRC_94
C002852,Customer_2852,,December 04 2019,SRC_242
C002853,Customer_2853,PL,2020.10.14,SRC_12
C002854,Customer_2854,,2021/04/16,SRC_137
C002855,Customer_2855,France,27-07-2019,SRC_126
C002856,Customer_2856,Germany,2023.11.11,SRC_156
C002857,Customer_2857,,23/09/2023,SRC_177
C002858,Customer_2858,Polska,03/07/2018,SRC_10
C002859,Customer_2859,United Kingdom,2019.08.04,SRC_220
C002860,Customer_2860,United Kingdom,04-07-2019,SRC_142
C002861,Customer_2861,United Kingdom,2022.01.10,SRC_33
C002862,Customer_2862,,2022-09-25,SRC_141
C002863,Customer_2863,DE,December 03 2020,SRC_167
C002864,Customer_2864,UK,June 27 2022,SRC_22
C002865,Customer_2865,DE,2022/10/09,SRC_37
C002866,Customer_2866,,2020-04-14,SRC_162
C002867,Customer_2867,DE,2020/02/29,SRC_96
C002868,Customer_2868,,26-09-2023,SRC_42
C002869,Customer_2869,FR,2019.09.21,SRC_202
C002870,Customer_2870,FR,2022-04-02,SRC_247
C002871,Customer_2871,,2020-10-10,SRC_70
C002872,Customer_2872,Polska,2023-12-17,SRC_176
C002873,Customer_2873,,2022-07-25,SRC_85
C002874,Customer_2874,Polska,2022.01.26,SRC_200
C002875,Customer_2875,DE,23/08/2019,SRC_71
C002876,Customer_2876,PL,February 06 2019,SRC_249
C002877,Customer_2877,United Kingdom,2022-03-31,SRC_201
C002878,Customer_2878,Polska,21-12-2019,SRC_187
C002879,Customer_2879,DE,2023-06-29,SRC_136
C002880,Customer_2880,Germany,01-03-2021,SRC_70
C002881,Customer_2881,,2019-02-10,SRC_44
C002882,Customer_2882,Germany,15/05/2022,SRC_89
C002883,Customer_2883,,July 08 2022,SRC_152
C002884,Customer_2884,UK,2020-11-27,SRC_176
C002885,Customer_2885,,2019/09/29,SRC_33
C002886,Customer_2886,UK,01-04-2022,SRC_189
C002887,Customer_2887,DE,2018/08/05,SRC_164
C002888,Customer_2888,Germany,2020/10/17,SRC_156
C002889,Customer_2889,FR,19/02/2023,SRC_113
C002890,Customer_2890,Germany,04-04-2023,SRC_74
C002891,Customer_2891,DE,19-10-2022,SRC_242
C002892,Customer_2892,United Kingdom,2021/06/04,SRC_220
C002893,Customer_2893,Polska,June 05 2021,SRC_198
C002894,Customer_2894,Germany,2019/01/05,SRC_21
C002895,Customer_2895,Polska,2020-09-10,SRC_43
C002896,Customer_2896,,2018-08-24,SRC_191
C002897,Customer_2897,DE,2023-07-12,SRC_247
C002898,Customer_2898,FR,2023/09/15,SRC_35
C002899,Customer_2899,France,02-08-2023,SRC_176
C002900,Customer_2900,,May 26 2019,SRC_4
C002901,Customer_2901,,2020/02/18,SRC_2
C002902,Customer_2902,FR,2023/12/29,SRC_89
C002903,Customer_2903,United Kingdom,2023/12/04,SRC_156
C002904,Customer_2904,PL,12/01/2023,SRC_173
C002905,Customer_2905,,10/07/2020,SRC_20
C002906,Customer_2906,Germany,01-07-2019,SRC_91
C002907,Customer_2907,PL,September 28 2022,SRC_98
C002908,Customer_2908,UK,2022-03-09,SRC_87
C002909,Customer_2909,United Kingdom,2019.04.28,SRC_77
C002910,Customer_2910,France,2021.04.17,SRC_55
C002911,Customer_2911,PL,01/06/2022,SRC_237
C002912,Customer_2912,DE,2023-10-13,SRC_240
C002913,Customer_2913,France,2023-06-23,SRC_92
C002914,Customer_2914,PL,2023.03.01,SRC_77
C002915,Customer_2915,Germany,2019-03-15,SRC_90
C002916,Customer_2916,UK,2022.07.05,SRC_3
C002917,Customer_2917,Polska,October 31 2022,SRC_51
C002918,Customer_2918,Polska,08-12-2023,SRC_231
C002919,Customer_2919,UK,2022-08-10,SRC_234
C002920,Customer_2920,France,29/01/2018,SRC_197
C002921,Customer_2921,DE,July 15 2020,SRC_102
C002922,Customer_2922,Germany,2021.05.10,SRC_110
C002923,Customer_2923,UK,2021-01-08,SRC_113
C002924,Customer_2924,France,25/10/2019,SRC_91
C002925,Customer_2925,FR,2018.01.24,SRC_227
C002926,Customer_2926,United Kingdom,30/03/2019,SRC_73
C002927,Customer_2927,PL,July 02 2019,SRC_108
C002928,Customer_2928,Germany,10/05/2018,SRC_171
C002929,Customer_2929,United Kingdom,2023/05/18,SRC_69
C002930,Customer_2930,Polska,September 21 2022,SRC_141
C002931,Customer_2931,France,2019.06.06,SRC_193
C002932,Customer_2932,FR,2023/08/18,SRC_237
C002933,Customer_2933,FR,2019-06-23,SRC_246
C002934,Customer_2934,Polska,28/03/2018,SRC_40
C002935,Customer_2935,Germany,2023-08-11,SRC_197
C002936,Customer_2936,United Kingdom,2018/08/02,SRC_213
C002937,Customer_2937,Germany,26-10-2022,SRC_189
C002938,Customer_2938,PL,November 15 2022,SRC_75
C002939,Customer_2939,DE,2023-06-14,SRC_195
C002940,Customer_2940,FR,11-10-2020,SRC_40
C002941,Customer_2941,,05/02/2020,SRC_72
C002942,Customer_2942,Polska,2020/12/15,SRC_64
C002943,Customer_2943,FR,March 23 2020,SRC_181
C002944,Customer_2944,Polska,20-08-2023,SRC_47
C002945,Customer_2945,United Kingdom,02/09/2019,SRC_31
C002946,Customer_2946,UK,2022-07-02,SRC_71
C002947,Customer_2947,United Kingdom,August 22 2019,SRC_5
C002948,Customer_2948,,2020-03-28,SRC_222
C002949,Customer_2949,PL,April 07 2022,SRC_135
C002950,Customer_2950,DE,05/08/2020,SRC_87
C002951,Customer_2951,FR,2023-05-17,SRC_131
C002952,Customer_2952,FR,2018.07.31,SRC_29
C002953,Customer_2953,DE,2022.01.29,SRC_242
C002954,Customer_2954,Germany,09/09/2022,SRC_82
C002955,Customer_2955,PL,2020-01-15,SRC_1
C002956,Customer_2956,PL,10/08/2021,SRC_74
C002957,Customer_2957,France,21-02-2021,SRC_26
C002958,Customer_2958,FR,2020.01.28,SRC_243
C002959,Customer_2959,France,2022.01.29,SRC_78
C002960,Customer_2960,Polska,2019/02/01,SRC_4
C002961,Customer_2961,,2019.06.18,SRC_93
C002962,Customer_2962,Germany,07-12-2023,SRC_96
C002963,Customer_2963,United Kingdom,04/02/2021,SRC_150
C002964,Customer_2964,FR,2018-12-24,SRC_34
C002965,Customer_2965,,2019-05-08,SRC_151
C002966,Customer_2966,United Kingdom,2020/03/01,SRC_115
C002967,Customer_2967,Polska,03-11-2018,SRC_159
C002968,Customer_2968,Germany,2021/05/19,SRC_122
C002969,Customer_2969,United Kingdom,2023/12/26,SRC_40
C002970,Customer_2970,PL,08/06/2019,SRC_108
C002971,Customer_2971,,31-10-2020,SRC_250
C002972,Customer_2972,Germany,February 08 2022,SRC_162
C002973,Customer_2973,Polska,2022-11-22,SRC_124
C002974,Customer_2974,FR,16-11-2023,SRC_203
C002975,Customer_2975,PL,15-11-2019,SRC_71
C002976,Customer_2976,UK,2021-04-01,SRC_245
C002977,Customer_2977,,2018/09/07,SRC_49
C002978,Customer_2978,FR,2023/07/21,SRC_137
C002979,Customer_2979,,04/11/2018,SRC_113
C002980,Customer_2980,,23-04-2022,SRC_200
C002981,Customer_2981,FR,30-06-2022,SRC_70
C002982,Customer_2982,United Kingdom,2020-01-24,SRC_41
C002983,Customer_2983,,11-06-2020,SRC_179
C002984,Customer_2984,PL,October 02 2023,SRC_129
C002985,Customer_2985,,2020.11.26,SRC_219
C002986,Customer_2986,United Kingdom,2021/04/28,SRC_69
C002987,Customer_2987,,03/05/2019,SRC_58
C002988,Customer_2988,PL,26/12/2023,SRC_75
C002989,Customer_2989,PL,2019.08.30,SRC_238
C002990,Customer_2990,UK,2021-01-12,SRC_165
C002991,Customer_2991,United Kingdom,10-05-2020,SRC_30
C002992,Customer_2992,PL,2021/11/24,SRC_155
C002993,Customer_2993,Germany,2021-08-22,SRC_243
C002994,Customer_2994,,2020/12/17,SRC_35
C002995,Customer_2995,FR,2021.04.22,SRC_15
C002996,Customer_2996,PL,27/12/2021,SRC_188
C002997,Customer_2997,DE,2019.12.25,SRC_249
C002998,Customer_2998,PL,2019/03/12,SRC_191
C002999,Customer_2999,FR,2020/11/20,SRC_163
C003000,Customer_3000,,April 24 2020,SRC_57
C003001,Customer_3001,Germany,05/01/2021,SRC_149
C003002,Customer_3002,FR,September 30 2019,SRC_60
C003003,Customer_3003,FR,18/02/2022,SRC_231
C003004,Customer_3004,France,January 19 2019,SRC_47
C003005,Customer_3005,France,28/01/2020,SRC_49
C003006,Customer_3006,,2023/07/03,SRC_47
C003007,Customer_3007,DE,2018.03.28,SRC_42
C003008,Customer_3008,UK,2022/06/03,SRC_156
C003009,Customer_3009,United Kingdom,12/10/2018,SRC_19
C003010,Customer_3010,FR,October 01 2020,SRC_233
C003011,Customer_3011,FR,2019/02/15,SRC_135
C003012,Customer_3012,UK,18-02-2018,SRC_26
C003013,Customer_3013,FR,2022-04-22,SRC_29
C003014,Customer_3014,PL,29/06/2018,SRC_64
C003015,Customer_3015,Polska,01/01/2021,SRC_241
C003016,Customer_3016,,2018-02-25,SRC_246
C003017,Customer_3017,Polska,2021/10/18,SRC_22
C003018,Customer_3018,United Kingdom,July 25 2019,SRC_195
C003019,Customer_3019,,25/12/2022,SRC_79
C003020,Customer_3020,Germany,16/05/2023,SRC_63
C003021,Customer_3021,PL,2020/12/31,SRC_140
C003022,Customer_3022,Polska,2018-03-28,SRC_27
C003023,Customer_3023,,2021-04-30,SRC_131
C003024,Customer_3024,FR,2019-08-04,SRC_234
C003025,Customer_3025,United Kingdom,09/04/2018,SRC_110
C003026,Customer_3026,FR,2019.08.27,SRC_168
C003027,Customer_3027,DE,2020/07/14,SRC_99
C003028,Customer_3028,Polska,08/07/2023,SRC_29
C003029,Customer_3029,United Kingdom,2019.02.21,SRC_92
C003030,Customer_3030,Polska,2021-09-28,SRC_93
C003031,Customer_3031,Polska,27-06-2018,SRC_39
C003032,Customer_3032,UK,22-10-2022,SRC_86
C003033,Customer_3033,,2020/01/13,SRC_109
C003034,Customer_3034,UK,20-05-2021,SRC_210
C003035,Customer_3035,DE,2021-11-27,SRC_70
C003036,Customer_3036,France,2022.02.20,SRC_208
C003037,Customer_3037,Polska,09/01/2018,SRC_200
C003038,Customer_3038,UK,04/08/2021,SRC_100
C003039,Customer_3039,France,2023-05-14,SRC_29
C003040,Customer_3040,,2022/10/17,SRC_72
C003041,Customer_3041,UK,2019.01.06,SRC_33
C003042,Customer_3042,UK,2022.04.27,SRC_82
C003043,Customer_3043,France,October 03 2022,SRC_178
C003044,Customer_3044,FR,27/09/2021,SRC_206
C003045,Customer_3045,United Kingdom,April 19 2022,SRC_141
C003046,Customer_3046,France,December 27 2023,SRC_137
C003047,Customer_3047,,July 31 2020,SRC_22
C003048,Customer_3048,,24-09-2022,SRC_148
C003049,Customer_3049,United Kingdom,24/12/2018,SRC_93
C003050,Customer_3050,PL,2020-04-12,SRC_93
C003051,Customer_3051,,26/04/2023,SRC_236
C003052,Customer_3052,Polska,2018.09.02,SRC_93
C003053,Customer_3053,UK,April 22 2021,SRC_37
C003054,Customer_3054,,21/09/2022,SRC_54
C003055,Customer_3055,United Kingdom,2018/08/17,SRC_36
C003056,Customer_3056,Polska,August 10 2019,SRC_188
C003057,Customer_3057,PL,2022.10.06,SRC_14
C003058,Customer_3058,Polska,October 30 2018,SRC_215
C003059,Customer_3059,,2019-10-10,SRC_38
C003060,Customer_3060,Germany,2019-08-02,SRC_63
C003061,Customer_3061,Polska,21-02-2018,SRC_213
C003062,Customer_3062,FR,06/09/2019,SRC_121
C003063,Customer_3063,UK,2023/12/01,SRC_243
C003064,Customer_3064,DE,April 10 2023,SRC_185
C003065,Customer_3065,Germany,2022/12/24,SRC_178
C003066,Customer_3066,PL,2021-03-20,SRC_40
C003067,Customer_3067,PL,12-05-2018,SRC_193
C003068,Customer_3068,UK,24/08/2023,SRC_3
C003069,Customer_3069,FR,2022/10/02,SRC_243
C003070,Customer_3070,France,22-11-2020,SRC_129
C003071,Customer_3071,DE,July 20 2020,SRC_239
C003072,Customer_3072,UK,2021-01-18,SRC_134
C003073,Customer_3073,FR,2019/05/28,SRC_55
C003074,Customer_3074,FR,18/08/2018,SRC_101
C003075,Customer_3075,UK,2018/11/13,SRC_120
C003076,Customer_3076,France,2021/07/06,SRC_165
C003077,Customer_3077,FR,08/04/2022,SRC_14
C003078,Customer_3078,Germany,04/10/2022,SRC_70
C003079,Customer_3079,Polska,2019-03-04,SRC_93
C003080,Customer_3080,,2021-10-06,SRC_62
C003081,Customer_3081,DE,29-10-2019,SRC_28
C003082,Customer_3082,Polska,17-05-2020,SRC_3
C003083,Customer_3083,DE,08-02-2020,SRC_52
C003084,Customer_3084,PL,2020.09.11,SRC_22
C003085,Customer_3085,,03-07-2018,SRC_203
C003086,Customer_3086,France,2018-07-07,SRC_81
C003087,Customer_3087,Polska,2021-06-18,SRC_92
C003088,Customer_3088,DE,19-06-2022,SRC_50
C003089,Customer_3089,Germany,2022/05/20,SRC_92
C003090,Customer_3090,UK,2019.02.03,SRC_105
C003091,Customer_3091,,18-02-2019,SRC_207
C003092,Customer_3092,UK,08-04-2018,SRC_204
C003093,Customer_3093,FR,08-05-2023,SRC_223
C003094,Customer_3094,PL,03/04/2021,SRC_39
C003095,Customer_3095,France,2018/11/19,SRC_24
C003096,Customer_3096,United Kingdom,2020/06/02,SRC_168
C003097,Customer_3097,UK,22-10-2019,SRC_133
C003098,Customer_3098,,2023.11.14,SRC_115
C003099,Customer_3099,UK,2021.10.20,SRC_93
C003100,Customer_3100,,2022-10-31,SRC_229
C003101,Customer_3101,FR,06/09/2020,SRC_157
C003102,Customer_3102,,04/11/2018,SRC_146
C003103,Customer_3103,France,2019-02-03,SRC_37
C003104,Customer_3104,DE,December 24 2018,SRC_25
C003105,Customer_3105,France,08/07/2021,SRC_240
C003106,Customer_3106,DE,2019-10-24,SRC_72
C003107,Customer_3107,,2022.01.28,SRC_23
C003108,Customer_3108,Polska,2020/01/04,SRC_198
C003109,Customer_3109,France,November 22 2020,SRC_66
C003110,Customer_3110,France,2019-07-30,SRC_249
C003111,Customer_3111,,2023-06-23,SRC_94
C003112,Customer_3112,DE,July 01 2022,SRC_220
C003113,Customer_3113,,June 13 2019,SRC_94
C003114,Customer_3114,,2021.07.08,SRC_22
C003115,Customer_3115,FR,September 04 2023,SRC_68
C003116,Customer_3116,PL,2018/08/22,SRC_203
C003117,Customer_3117,United Kingdom,02/02/2018,SRC_219
C003118,Customer_3118,Polska,April 05 2021,SRC_41
C003119,Customer_3119,,2022-06-24,SRC_58
C003120,Customer_3120,FR,2023/03/09,SRC_24
C003121,Customer_3121,Germany,March 24 2023,SRC_165
C003122,Customer_3122,,2023-03-20,SRC_22
C003123,Customer_3123,UK,March 20 2019,SRC_197
C003124,Customer_3124,FR,March 28 2020,SRC_85
C003125,Customer_3125,Polska,2021.07.23,SRC_155
C003126,Customer_3126,France,2020/05/20,SRC_190
C003127,Customer_3127,France,2019.04.14,SRC_117
C003128,Customer_3128,PL,September 30 2019,SRC_38
C003129,Customer_3129,United Kingdom,04-08-2021,SRC_9
C003130,Customer_3130,,2022-04-07,SRC_240
C003131,Customer_3131,Germany,October 28 2022,SRC_55
C003132,Customer_3132,PL,2020-05-16,SRC_244
C003133,Customer_3133,FR,2021.01.10,SRC_163
C003134,Customer_3134,UK,09/12/2018,SRC_18
C003135,Customer_3135,DE,2022-07-18,SRC_77
C003136,Customer_3136,France,16-09-2022,SRC_55
C003137,Customer_3137,DE,2020-01-24,SRC_24
C003138,Customer_3138,FR,2021.11.01,SRC_43
C003139,Customer_3139,United Kingdom,December 01 2021,SRC_124
C003140,Customer_3140,France,2019/10/21,SRC_112
C003141,Customer_3141,Germany,2022-05-13,SRC_144
C003142,Customer_3142,,2020-03-24,SRC_186
C003143,Customer_3143,,2019.08.16,SRC_171
C003144,Customer_3144,Germany,28/02/2018,SRC_230
C003145,Customer_3145,France,August 28 2019,SRC_222
C003146,Customer_3146,Germany,2019/04/11,SRC_105
C003147,Customer_3147,DE,2023/11/03,SRC_1
C003148,Customer_3148,France,2019/05/30,SRC_116
C003149,Customer_3149,,2019-02-04,SRC_56
C003150,Customer_3150,United Kingdom,2022/09/18,SRC_140
C003151,Customer_3151,UK,27/03/2022,SRC_90
C003152,Customer_3152,United Kingdom,2020/02/22,SRC_148
C003153,Customer_3153,PL,2022.02.25,SRC_5
C003154,Customer_3154,DE,11-06-2021,SRC_210
C003155,Customer_3155,Polska,2023/08/07,SRC_117
C003156,Customer_3156,FR,2022.08.08,SRC_91
C003157,Customer_3157,,11-10-2022,SRC_250
C003158,Customer_3158,Germany,10/04/2019,SRC_118
C003159,Customer_3159,FR,09/03/2022,SRC_142
C003160,Customer_3160,,29-10-2019,SRC_112
C003161,Customer_3161,FR,2021/03/13,SRC_177
C003162,Customer_3162,FR,2021/03/06,SRC_159
C003163,Customer_3163,Polska,2018-12-25,SRC_23
C003164,Customer_3164,PL,2022-08-12,SRC_128
C003165,Customer_3165,,2019/02/13,SRC_114
C003166,Customer_3166,,2018/05/14,SRC_75
C003167,Customer_3167,FR,17/05/2020,SRC_199
C003168,Customer_3168,France,2022-04-10,SRC_51
C003169,Customer_3169,France,2019.05.25,SRC_248
C003170,Customer_3170,France,2022/08/19,SRC_181
C003171,Customer_3171,FR,2018.02.01,SRC_201
C003172,Customer_3172,United Kingdom,2023.09.10,SRC_69
C003173,Customer_3173,DE,June 13 2021,SRC_173
C003174,Customer_3174,United Kingdom,January 18 2018,SRC_9
C003175,Customer_3175,PL,18/04/2018,SRC_203
C003176,Customer_3176,Germany,2023/10/27,SRC_154
C003177,Customer_3177,Germany,04/10/2021,SRC_246
C003178,Customer_3178,,28/10/2022,SRC_143
C003179,Customer_3179,FR,29-02-2020,SRC_165
C003180,Customer_3180,FR,31-07-2018,SRC_110
C003181,Customer_3181,UK,2022/05/19,SRC_45
C003182,Customer_3182,FR,27-07-2021,SRC_41
C003183,Customer_3183,FR,2020-08-04,SRC_182
C003184,Customer_3184,UK,2023-08-28,SRC_162
C003185,Customer_3185,,2022/05/25,SRC_235
C003186,Customer_3186,DE,2019.10.14,SRC_53
C003187,Customer_3187,Polska,2019-01-18,SRC_112
C003188,Customer_3188,PL,2019-09-19,SRC_159
C003189,Customer_3189,,19-11-2018,SRC_98
C003190,Customer_3190,PL,June 19 2019,SRC_163
